...1	file_name	total_RNAs	time	rep	condition
60	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_004_results_results_cell_0.npz	40	48hpi	rep3	MKRN1KO HIV
61	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_004_results_results_cell_1.npz	137	48hpi	rep3	MKRN1KO HIV
62	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_004_results_results_cell_2.npz	273	48hpi	rep3	MKRN1KO HIV
63	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_004_results_results_cell_3.npz	3596	48hpi	rep3	MKRN1KO HIV
64	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_0.npz	1551	48hpi	rep3	MKRN1KO HIV
65	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_1.npz	675	48hpi	rep3	MKRN1KO HIV
66	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_2.npz	1153	48hpi	rep3	MKRN1KO HIV
67	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_3.npz	852	48hpi	rep3	MKRN1KO HIV
68	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_4.npz	161	48hpi	rep3	MKRN1KO HIV
69	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_5.npz	1449	48hpi	rep3	MKRN1KO HIV
70	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_6.npz	23	48hpi	rep3	MKRN1KO HIV
71	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_7.npz	16	48hpi	rep3	MKRN1KO HIV
72	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_8.npz	36	48hpi	rep3	MKRN1KO HIV
73	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_9.npz	7	48hpi	rep3	MKRN1KO HIV
74	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_10.npz	11	48hpi	rep3	MKRN1KO HIV
75	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_11.npz	347	48hpi	rep3	MKRN1KO HIV
76	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_12.npz	8	48hpi	rep3	MKRN1KO HIV
77	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_13.npz	3147	48hpi	rep3	MKRN1KO HIV
78	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_14.npz	1527	48hpi	rep3	MKRN1KO HIV
79	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_15.npz	123	48hpi	rep3	MKRN1KO HIV
80	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_16.npz	13	48hpi	rep3	MKRN1KO HIV
81	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_17.npz	119	48hpi	rep3	MKRN1KO HIV
82	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_007_results_results_cell_18.npz	52	48hpi	rep3	MKRN1KO HIV
83	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_0.npz	2726	48hpi	rep3	MKRN1KO HIV
84	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_1.npz	43	48hpi	rep3	MKRN1KO HIV
85	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_2.npz	293	48hpi	rep3	MKRN1KO HIV
86	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_3.npz	3197	48hpi	rep3	MKRN1KO HIV
87	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_4.npz	28	48hpi	rep3	MKRN1KO HIV
88	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_5.npz	232	48hpi	rep3	MKRN1KO HIV
89	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_6.npz	12392	48hpi	rep3	MKRN1KO HIV
90	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_7.npz	1983	48hpi	rep3	MKRN1KO HIV
91	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_8.npz	775	48hpi	rep3	MKRN1KO HIV
92	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_9.npz	9	48hpi	rep3	MKRN1KO HIV
93	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_10.npz	29	48hpi	rep3	MKRN1KO HIV
94	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_11.npz	15	48hpi	rep3	MKRN1KO HIV
95	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_12.npz	59	48hpi	rep3	MKRN1KO HIV
96	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_13.npz	402	48hpi	rep3	MKRN1KO HIV
97	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_14.npz	1007	48hpi	rep3	MKRN1KO HIV
98	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_15.npz	392	48hpi	rep3	MKRN1KO HIV
99	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_16.npz	154	48hpi	rep3	MKRN1KO HIV
100	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_17.npz	1280	48hpi	rep3	MKRN1KO HIV
101	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_18.npz	356	48hpi	rep3	MKRN1KO HIV
102	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_19.npz	154	48hpi	rep3	MKRN1KO HIV
103	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_20.npz	420	48hpi	rep3	MKRN1KO HIV
104	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_21.npz	22	48hpi	rep3	MKRN1KO HIV
105	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_22.npz	4511	48hpi	rep3	MKRN1KO HIV
106	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_23.npz	3	48hpi	rep3	MKRN1KO HIV
107	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_24.npz	42	48hpi	rep3	MKRN1KO HIV
108	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_25.npz	292	48hpi	rep3	MKRN1KO HIV
109	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_26.npz	573	48hpi	rep3	MKRN1KO HIV
110	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_27.npz	430	48hpi	rep3	MKRN1KO HIV
111	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_006_results_results_cell_28.npz	233	48hpi	rep3	MKRN1KO HIV
112	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_003_results_results_cell_0.npz	9938	48hpi	rep3	MKRN1KO HIV
113	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_003_results_results_cell_1.npz	6343	48hpi	rep3	MKRN1KO HIV
114	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_003_results_results_cell_2.npz	174	48hpi	rep3	MKRN1KO HIV
115	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_003_results_results_cell_3.npz	47	48hpi	rep3	MKRN1KO HIV
116	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_003_results_results_cell_4.npz	107	48hpi	rep3	MKRN1KO HIV
117	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_003_results_results_cell_5.npz	2838	48hpi	rep3	MKRN1KO HIV
118	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_003_results_results_cell_6.npz	5603	48hpi	rep3	MKRN1KO HIV
119	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_003_results_results_cell_7.npz	2083	48hpi	rep3	MKRN1KO HIV
120	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_003_results_results_cell_8.npz	12220	48hpi	rep3	MKRN1KO HIV
121	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_003_results_results_cell_9.npz	2440	48hpi	rep3	MKRN1KO HIV
122	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_003_results_results_cell_10.npz	2602	48hpi	rep3	MKRN1KO HIV
123	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_003_results_results_cell_11.npz	2922	48hpi	rep3	MKRN1KO HIV
124	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_0.npz	1601	48hpi	rep1	MKRN1KO HIV
125	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_1.npz	12	48hpi	rep1	MKRN1KO HIV
126	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_2.npz	5862	48hpi	rep1	MKRN1KO HIV
127	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_3.npz	6120	48hpi	rep1	MKRN1KO HIV
128	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_4.npz	3956	48hpi	rep1	MKRN1KO HIV
129	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_5.npz	4805	48hpi	rep1	MKRN1KO HIV
130	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_6.npz	32	48hpi	rep1	MKRN1KO HIV
131	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_7.npz	34	48hpi	rep1	MKRN1KO HIV
132	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_8.npz	59	48hpi	rep1	MKRN1KO HIV
133	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_9.npz	530	48hpi	rep1	MKRN1KO HIV
134	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_10.npz	9323	48hpi	rep1	MKRN1KO HIV
135	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_11.npz	3908	48hpi	rep1	MKRN1KO HIV
136	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_12.npz	34	48hpi	rep1	MKRN1KO HIV
137	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_13.npz	4594	48hpi	rep1	MKRN1KO HIV
138	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_14.npz	1647	48hpi	rep1	MKRN1KO HIV
139	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_15.npz	45	48hpi	rep1	MKRN1KO HIV
140	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_16.npz	4437	48hpi	rep1	MKRN1KO HIV
141	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_17.npz	1959	48hpi	rep1	MKRN1KO HIV
142	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_18.npz	62	48hpi	rep1	MKRN1KO HIV
143	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_19.npz	4	48hpi	rep1	MKRN1KO HIV
144	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_010_results_results_cell_20.npz	18	48hpi	rep1	MKRN1KO HIV
145	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_0.npz	9048	48hpi	rep3	MKRN1KO HIV
146	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_1.npz	7215	48hpi	rep3	MKRN1KO HIV
147	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_2.npz	3157	48hpi	rep3	MKRN1KO HIV
148	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_3.npz	4543	48hpi	rep3	MKRN1KO HIV
149	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_4.npz	162	48hpi	rep3	MKRN1KO HIV
150	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_5.npz	1519	48hpi	rep3	MKRN1KO HIV
151	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_6.npz	5178	48hpi	rep3	MKRN1KO HIV
152	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_7.npz	180	48hpi	rep3	MKRN1KO HIV
153	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_8.npz	38	48hpi	rep3	MKRN1KO HIV
154	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_9.npz	43	48hpi	rep3	MKRN1KO HIV
155	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_10.npz	36	48hpi	rep3	MKRN1KO HIV
156	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_11.npz	2696	48hpi	rep3	MKRN1KO HIV
157	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_12.npz	5183	48hpi	rep3	MKRN1KO HIV
158	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_13.npz	2856	48hpi	rep3	MKRN1KO HIV
159	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_14.npz	2560	48hpi	rep3	MKRN1KO HIV
160	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_15.npz	2992	48hpi	rep3	MKRN1KO HIV
161	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_16.npz	5223	48hpi	rep3	MKRN1KO HIV
162	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_17.npz	3793	48hpi	rep3	MKRN1KO HIV
163	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_18.npz	4892	48hpi	rep3	MKRN1KO HIV
164	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_005_results_results_cell_19.npz	64	48hpi	rep3	MKRN1KO HIV
165	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_0.npz	6108	48hpi	rep1	WT HIV
166	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_1.npz	2259	48hpi	rep1	WT HIV
167	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_2.npz	4182	48hpi	rep1	WT HIV
168	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_3.npz	3660	48hpi	rep1	WT HIV
169	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_4.npz	3131	48hpi	rep1	WT HIV
170	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_5.npz	3882	48hpi	rep1	WT HIV
171	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_6.npz	1033	48hpi	rep1	WT HIV
172	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_7.npz	44	48hpi	rep1	WT HIV
173	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_8.npz	6467	48hpi	rep1	WT HIV
174	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_9.npz	159	48hpi	rep1	WT HIV
175	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_10.npz	2214	48hpi	rep1	WT HIV
176	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_11.npz	2174	48hpi	rep1	WT HIV
177	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_12.npz	1922	48hpi	rep1	WT HIV
178	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_13.npz	5274	48hpi	rep1	WT HIV
179	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_14.npz	2264	48hpi	rep1	WT HIV
180	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_15.npz	2482	48hpi	rep1	WT HIV
181	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_16.npz	2331	48hpi	rep1	WT HIV
182	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_17.npz	3531	48hpi	rep1	WT HIV
183	20221123_221123_smFISH_48hpi_WT_HIV_001_results_results_cell_18.npz	1	48hpi	rep1	WT HIV
184	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_003_results_results_cell_0.npz	1676	48hpi	rep1	MKRN1KO HIV
185	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_003_results_results_cell_1.npz	9381	48hpi	rep1	MKRN1KO HIV
186	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_003_results_results_cell_2.npz	433	48hpi	rep1	MKRN1KO HIV
187	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_003_results_results_cell_3.npz	1503	48hpi	rep1	MKRN1KO HIV
188	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_003_results_results_cell_4.npz	2891	48hpi	rep1	MKRN1KO HIV
189	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_003_results_results_cell_5.npz	2002	48hpi	rep1	MKRN1KO HIV
190	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_003_results_results_cell_6.npz	4081	48hpi	rep1	MKRN1KO HIV
191	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_003_results_results_cell_7.npz	3221	48hpi	rep1	MKRN1KO HIV
192	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_003_results_results_cell_8.npz	318	48hpi	rep1	MKRN1KO HIV
193	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_003_results_results_cell_9.npz	3835	48hpi	rep1	MKRN1KO HIV
194	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_003_results_results_cell_10.npz	2093	48hpi	rep1	MKRN1KO HIV
195	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_003_results_results_cell_11.npz	414	48hpi	rep1	MKRN1KO HIV
196	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_003_results_results_cell_12.npz	453	48hpi	rep1	MKRN1KO HIV
197	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_001_results_results_cell_0.npz	4762	48hpi	rep1	MKRN1KO HIV
198	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_001_results_results_cell_1.npz	2574	48hpi	rep1	MKRN1KO HIV
199	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_001_results_results_cell_2.npz	4087	48hpi	rep1	MKRN1KO HIV
200	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_001_results_results_cell_3.npz	4734	48hpi	rep1	MKRN1KO HIV
201	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_001_results_results_cell_4.npz	9	48hpi	rep1	MKRN1KO HIV
202	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_001_results_results_cell_5.npz	91	48hpi	rep1	MKRN1KO HIV
203	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_001_results_results_cell_6.npz	3	48hpi	rep1	MKRN1KO HIV
204	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_001_results_results_cell_7.npz	1	48hpi	rep1	MKRN1KO HIV
205	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_001_results_results_cell_8.npz	4	48hpi	rep1	MKRN1KO HIV
206	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_001_results_results_cell_9.npz	20	48hpi	rep1	MKRN1KO HIV
207	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_001_results_results_cell_10.npz	14	48hpi	rep1	MKRN1KO HIV
208	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_001_results_results_cell_11.npz	1	48hpi	rep1	MKRN1KO HIV
209	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_001_results_results_cell_12.npz	3838	48hpi	rep1	MKRN1KO HIV
210	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_001_results_results_cell_13.npz	7	48hpi	rep1	MKRN1KO HIV
211	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_0.npz	8159	48hpi	rep3	MKRN1KO HIV
212	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_1.npz	3211	48hpi	rep3	MKRN1KO HIV
213	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_2.npz	350	48hpi	rep3	MKRN1KO HIV
214	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_3.npz	3687	48hpi	rep3	MKRN1KO HIV
215	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_4.npz	1792	48hpi	rep3	MKRN1KO HIV
216	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_5.npz	1191	48hpi	rep3	MKRN1KO HIV
217	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_6.npz	1198	48hpi	rep3	MKRN1KO HIV
218	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_7.npz	2133	48hpi	rep3	MKRN1KO HIV
219	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_8.npz	1150	48hpi	rep3	MKRN1KO HIV
220	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_9.npz	950	48hpi	rep3	MKRN1KO HIV
221	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_10.npz	73	48hpi	rep3	MKRN1KO HIV
222	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_11.npz	2710	48hpi	rep3	MKRN1KO HIV
223	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_12.npz	4719	48hpi	rep3	MKRN1KO HIV
224	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_13.npz	677	48hpi	rep3	MKRN1KO HIV
225	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_14.npz	1055	48hpi	rep3	MKRN1KO HIV
226	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_15.npz	5150	48hpi	rep3	MKRN1KO HIV
227	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_16.npz	676	48hpi	rep3	MKRN1KO HIV
228	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_17.npz	4604	48hpi	rep3	MKRN1KO HIV
229	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_18.npz	4297	48hpi	rep3	MKRN1KO HIV
230	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_19.npz	263	48hpi	rep3	MKRN1KO HIV
231	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_20.npz	194	48hpi	rep3	MKRN1KO HIV
232	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_21.npz	1397	48hpi	rep3	MKRN1KO HIV
233	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_22.npz	555	48hpi	rep3	MKRN1KO HIV
234	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_013_results_results_cell_23.npz	4935	48hpi	rep3	MKRN1KO HIV
235	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_002_results_results_cell_0.npz	816	48hpi	rep1	MKRN1KO HIV
236	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_002_results_results_cell_1.npz	24	48hpi	rep1	MKRN1KO HIV
237	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_002_results_results_cell_2.npz	6478	48hpi	rep1	MKRN1KO HIV
238	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_002_results_results_cell_3.npz	4263	48hpi	rep1	MKRN1KO HIV
239	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_002_results_results_cell_4.npz	2571	48hpi	rep1	MKRN1KO HIV
240	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_002_results_results_cell_5.npz	3306	48hpi	rep1	MKRN1KO HIV
241	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_002_results_results_cell_6.npz	2350	48hpi	rep1	MKRN1KO HIV
242	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_002_results_results_cell_7.npz	14290	48hpi	rep1	MKRN1KO HIV
243	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_002_results_results_cell_8.npz	2370	48hpi	rep1	MKRN1KO HIV
244	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_002_results_results_cell_9.npz	2597	48hpi	rep1	MKRN1KO HIV
245	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_002_results_results_cell_10.npz	38	48hpi	rep1	MKRN1KO HIV
246	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_002_results_results_cell_11.npz	300	48hpi	rep1	MKRN1KO HIV
247	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_002_results_results_cell_12.npz	3845	48hpi	rep1	MKRN1KO HIV
248	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_002_results_results_cell_13.npz	4016	48hpi	rep1	MKRN1KO HIV
249	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_002_results_results_cell_14.npz	1241	48hpi	rep1	MKRN1KO HIV
250	20221123_221123_smFISH_48hpi_MKRN1KO_HIV_002_results_results_cell_15.npz	995	48hpi	rep1	MKRN1KO HIV
251	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_011_results_results_cell_0.npz	3183	48hpi	rep3	MKRN1KO HIV
252	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_011_results_results_cell_1.npz	33	48hpi	rep3	MKRN1KO HIV
253	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_011_results_results_cell_2.npz	4449	48hpi	rep3	MKRN1KO HIV
254	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_011_results_results_cell_3.npz	16036	48hpi	rep3	MKRN1KO HIV
255	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_011_results_results_cell_4.npz	2642	48hpi	rep3	MKRN1KO HIV
256	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_011_results_results_cell_5.npz	1386	48hpi	rep3	MKRN1KO HIV
257	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_011_results_results_cell_6.npz	144	48hpi	rep3	MKRN1KO HIV
258	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_011_results_results_cell_7.npz	117	48hpi	rep3	MKRN1KO HIV
259	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_011_results_results_cell_8.npz	15	48hpi	rep3	MKRN1KO HIV
260	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_011_results_results_cell_9.npz	8	48hpi	rep3	MKRN1KO HIV
261	20221221_221221_smFISH_MKRN1KO_HIV_rep3_48hpi_011_results_results_cell_10.npz	56	48hpi	rep3	MKRN1KO HIV
